HH_Labor	Ward	HH_CultVar	HH_PlantingDay	CultArea	HHSize	
4	17	3	344	1	6	
2	17	3	330	1	3	
5	17	3	330	1	7	
2	17	3	330	1	3	
5	17	3	344	1	7	
3	17	3	330	1	5	
6	17	3	344	1	11	
2	17	3	344	1	4	
3	17	3	344	1	5	
3	17	3	330	1	5	
5	17	3	344	1	7	
4	17	3	330	1	6	
3	17	3	344	1	5	
5	17	3	330	1	7	
5	17	3	344	1	7	
2	17	3	344	1	4	
6	17	3	344	1	10	
2	17	3	330	1	2	
5	17	3	330	1	9	
5	17	3	330	1	7	
5	17	3	344	1	7	
6	17	3	344	1	10	
5	17	3	330	1	7	
5	17	3	330	1	8	
6	17	3	344	1	11	
6	17	3	330	1	10	
2	17	3	344	2	4	
7	17	3	344	2	14	
4	17	3	330	2	6	
5	17	3	330	2	7	
5	17	3	344	2	7	
4	17	3	344	2	6	
6	17	3	344	2	12	
5	17	3	330	2	7	
4	17	3	330	2	6	
2	17	3	330	2	2	
5	17	3	330	2	7	
6	17	3	330	2	10	
6	17	3	330	2	10	
2	17	3	330	2	4	
5	17	3	330	2	9	
4	17	3	330	2	6	
3	17	3	330	2	5	
4	17	3	330	2	6	
2	17	3	330	2	4	
5	17	3	330	2	7	
5	17	3	330	2	9	
2	17	3	330	2	4	
3	17	3	330	2	5	
3	17	3	344	2	5	
5	17	3	344	2	7	
5	17	3	330	2	8	
6	17	3	330	2	11	
5	17	3	344	2	7	
4	17	3	330	2	6	
3	17	3	330	2	5	
5	17	3	330	2	8	
2	17	3	330	2	3	
5	17	3	344	2	9	
3	17	3	344	2	5	
4	17	3	344	2	6	
3	17	3	330	2	5	
5	17	3	344	2	7	
6	17	3	344	2	12	
2	17	3	330	2	3	
5	17	3	344	2	7	
5	17	3	344	2	8	
6	17	3	330	2	12	
5	17	3	344	2	7	
5	17	3	344	2	7	
5	17	3	330	2	8	
4	17	3	330	2	6	
3	17	3	344	2	5	
2	17	3	330	2	2	
2	17	3	344	2	2	
6	17	3	344	2	10	
4	17	3	330	2	6	
2	17	3	330	2	4	
2	17	3	330	2	4	
4	17	3	344	2	6	
5	17	3	344	2	7	
5	17	3	330	2	8	
4	17	3	344	2	6	
3	17	3	344	2	5	
4	17	3	344	2	6	
2	17	3	344	2	2	
4	17	3	330	2	6	
5	17	3	344	2	9	
2	17	3	330	2	3	
5	17	3	330	2	9	
2	17	3	344	2	3	
4	17	3	344	2	6	
2	17	3	344	2	4	
5	17	3	344	2	9	
5	17	3	330	2	8	
1	17	3	330	2	1	
5	17	3	330	2	9	
2	17	3	344	2	3	
2	17	3	344	2	3	
2	17	3	344	2	4	
3	17	3	330	2	5	
4	17	3	330	2	6	
5	17	3	344	2	7	
5	17	3	344	2	8	
3	17	3	330	2	5	
2	17	3	344	2	3	
3	17	3	330	2	5	
3	17	3	330	2	5	
2	17	3	330	2	4	
5	17	3	344	2	9	
5	17	3	344	2	8	
6	17	3	330	2	10	
4	17	3	330	2	6	
4	17	3	330	2	6	
3	17	3	344	2	5	
2	17	3	330	2	3	
3	17	3	344	2	5	
2	17	3	330	2	3	
2	17	3	330	2	4	
5	17	3	330	2	9	
5	17	3	330	2	9	
2	17	3	344	2	3	
5	17	3	344	2	8	
5	17	3	330	2	9	
5	17	3	330	2	8	
2	17	3	344	2	3	
5	17	3	344	2	7	
2	17	3	344	2	2	
4	17	3	330	2	6	
2	17	3	344	2	4	
2	17	3	344	2	2	
2	17	3	344	2	4	
4	17	3	344	2	6	
4	17	3	344	2	6	
6	17	3	344	2	10	
2	17	3	344	2	4	
3	17	3	330	2	5	
5	17	3	330	2	8	
2	17	3	330	2	3	
3	17	3	330	2	5	
6	17	3	330	2	10	
5	17	3	344	2	7	
2	17	3	330	2	3	
3	17	3	344	2	5	
6	17	3	330	2	10	
4	17	3	344	2	6	
2	17	3	344	2	3	
5	17	3	344	2	9	
5	17	3	344	2	7	
5	17	3	330	2	8	
2	17	3	330	2	4	
3	17	3	330	2	5	
6	17	3	330	2	11	
2	17	3	344	2	4	
2	17	3	344	2	4	
5	17	3	330	2	9	
4	17	3	344	2	6	
5	17	3	344	2	7	
5	17	3	330	2	7	
4	17	3	330	2	6	
3	17	3	330	2	5	
3	17	3	330	2	5	
5	17	3	330	2	8	
6	17	3	344	2	10	
4	17	3	330	2	6	
2	17	3	330	2	2	
4	17	3	330	2	6	
2	17	3	330	2	4	
3	17	3	344	2	5	
3	17	3	330	2	5	
4	17	3	344	2	6	
3	17	3	344	2	5	
6	17	3	330	2	11	
2	17	3	344	2	4	
2	17	3	344	2	3	
2	17	3	330	2	3	
4	17	3	330	2	6	
1	17	3	344	2	1	
5	17	3	330	2	8	
5	17	3	344	2	7	
4	17	3	344	2	6	
1	17	3	344	2	1	
6	17	3	330	2	11	
5	17	3	330	2	7	
2	17	3	330	2	3	
4	17	3	330	2	6	
4	17	3	330	2	6	
2	17	3	330	2	3	
5	17	3	344	2	9	
2	17	3	344	2	3	
3	17	3	330	2	5	
4	17	3	330	2	6	
4	17	3	330	2	6	
4	17	3	344	2	6	
6	17	3	344	2	11	
2	17	3	330	2	4	
5	17	3	344	2	8	
5	17	3	330	2	7	
2	17	3	330	2	4	
4	17	3	330	2	6	
2	17	3	330	2	4	
5	17	3	330	2	7	
5	17	3	344	2	9	
4	17	3	344	2	6	
2	17	3	330	2	3	
2	17	3	330	2	4	
5	17	3	344	2	7	
4	17	3	330	2	6	
4	17	3	330	2	6	
5	17	3	330	2	7	
2	17	3	330	2	3	
4	17	3	344	2	6	
5	17	3	330	2	8	
3	17	3	330	2	5	
3	17	3	344	2	5	
4	17	3	344	2	6	
6	17	3	330	2	12	
2	17	3	344	2	4	
2	17	3	330	2	4	
4	17	3	344	2	6	
3	17	3	344	2	5	
5	17	3	344	2	9	
4	17	3	330	2	6	
5	17	3	330	2	8	
5	17	3	330	2	8	
2	17	3	344	2	3	
2	17	3	344	2	2	
6	17	3	330	2	12	
2	17	3	330	2	2	
1	17	3	330	2	1	
6	17	3	344	2	10	
3	17	3	344	2	5	
2	17	3	330	2	3	
5	17	3	344	2	8	
3	17	3	344	2	5	
5	17	3	344	2	8	
4	17	3	344	2	6	
6	17	3	344	2	10	
5	17	3	344	2	9	
5	17	3	344	2	7	
4	17	3	344	2	6	
5	17	3	330	2	7	
2	17	3	330	2	4	
5	17	3	344	2	7	
2	17	3	344	2	3	
5	17	3	330	2	9	
2	17	3	330	2	3	
3	17	3	344	2	5	
6	17	3	344	2	10	
5	17	3	330	2	8	
5	17	3	344	2	7	
5	17	3	344	2	7	
5	17	3	330	2	7	
5	17	3	330	2	9	
3	17	3	330	2	5	
4	17	3	330	2	6	
5	17	3	344	2	8	
5	17	3	344	2	8	
3	17	3	344	2	5	
5	17	3	344	2	7	
5	17	3	344	2	8	
2	17	3	344	2	2	
2	17	3	344	2	2	
5	17	3	344	2	9	
5	17	3	330	2	9	
5	17	3	330	2	8	
6	17	3	344	2	10	
6	17	3	344	2	10	
4	17	3	344	2	6	
5	17	3	344	2	8	
6	17	3	330	2	12	
3	17	3	330	2	5	
4	17	3	344	2	6	
4	17	3	330	2	6	
2	17	3	330	2	2	
2	17	3	330	2	4	
5	17	3	344	2	9	
4	17	3	344	2	6	
5	17	3	330	2	9	
4	17	3	330	2	6	
3	17	3	330	2	5	
6	17	3	344	2	11	
2	17	3	344	2	2	
4	17	3	344	2	6	
2	17	3	344	2	4	
5	17	3	344	2	9	
5	17	3	330	2	9	
5	17	3	330	2	7	
5	17	3	330	2	7	
3	17	3	344	2	5	
2	17	3	330	2	4	
5	17	3	330	2	7	
2	17	3	330	2	4	
5	17	3	330	2	9	
5	17	3	330	2	9	
2	17	3	344	2	4	
5	17	3	344	2	9	
2	17	3	344	2	3	
5	17	3	330	2	8	
3	17	3	330	2	5	
6	17	3	344	2	12	
4	17	3	330	2	6	
1	17	3	330	2	1	
2	17	3	330	2	3	
6	17	3	344	2	10	
5	17	3	330	2	8	
5	17	3	330	2	8	
5	17	3	344	2	9	
6	17	3	330	2	10	
2	17	3	344	2	4	
2	17	3	330	2	3	
3	17	3	344	2	5	
3	17	3	330	2	5	
4	17	3	330	2	6	
2	17	3	330	2	4	
4	17	3	344	2	6	
2	17	3	330	2	3	
3	17	3	330	2	5	
5	17	3	344	2	7	
2	17	3	344	2	3	
2	17	3	330	2	2	
5	17	3	344	2	8	
2	17	3	344	2	3	
6	17	3	344	2	12	
2	17	3	330	2	4	
5	17	3	330	2	8	
6	17	3	344	2	10	
4	17	3	344	2	6	
5	17	3	330	2	7	
5	17	3	330	2	7	
5	17	3	344	2	8	
2	17	3	344	2	3	
4	17	3	344	2	6	
6	17	3	330	2	10	
2	17	3	344	2	3	
5	17	3	344	2	8	
2	17	3	344	2	3	
5	17	3	330	2	7	
5	17	3	330	2	7	
3	17	3	344	2	5	
5	17	3	330	2	7	
5	17	3	344	2	7	
5	17	3	330	2	8	
4	17	3	330	2	6	
3	17	3	330	2	5	
2	17	3	330	2	2	
4	17	3	344	2	6	
2	17	3	344	2	4	
4	17	3	330	2	6	
3	17	3	344	2	5	
5	17	3	330	2	8	
6	17	3	330	2	11	
3	17	3	330	2	5	
4	17	3	330	2	6	
4	17	3	330	2	6	
6	17	3	344	2	11	
7	17	3	330	2	13	
6	17	3	344	2	10	
6	17	3	330	2	10	
3	17	3	344	2	5	
4	17	3	344	2	6	
4	17	3	344	2	6	
6	17	3	330	2	10	
5	17	3	330	2	7	
5	17	3	344	2	7	
5	17	3	344	2	8	
2	17	3	330	2	3	
2	17	3	344	2	4	
4	17	3	344	2	6	
6	17	3	330	2	12	
6	17	3	330	2	11	
4	17	3	330	2	6	
7	17	3	344	2	13	
5	17	3	344	2	7	
4	17	3	344	2	6	
5	17	3	330	2	8	
5	17	3	344	2	8	
5	17	3	344	2	7	
3	17	3	330	2	5	
2	17	3	344	2	3	
3	17	3	330	2	5	
4	17	3	344	2	6	
4	17	3	344	2	6	
2	17	3	330	2	4	
5	17	3	330	2	7	
5	17	3	330	2	9	
2	17	3	344	2	4	
3	17	3	344	2	5	
2	17	3	330	2	3	
2	17	3	344	2	4	
3	17	3	330	2	5	
5	17	3	330	2	8	
5	17	3	330	2	8	
2	17	3	330	2	4	
2	17	3	344	2	4	
2	17	3	330	2	3	
2	17	3	344	2	3	
3	17	3	344	2	5	
2	17	3	330	2	2	
2	17	3	330	2	3	
3	17	3	344	2	5	
5	17	3	344	2	8	
2	17	3	344	2	2	
2	17	3	344	2	2	
3	17	3	330	2	5	
2	17	3	344	2	3	
2	17	3	330	2	4	
2	17	3	330	2	4	
2	17	3	344	2	4	
2	17	3	344	2	3	
3	17	3	330	2	5	
6	17	3	344	2	11	
4	17	3	344	2	6	
4	17	3	344	2	6	
4	17	3	344	2	6	
5	17	3	344	2	8	
4	17	3	330	2	6	
4	17	3	344	2	6	
5	17	3	330	2	8	
4	17	3	344	2	6	
6	17	3	330	2	10	
5	17	3	344	2	7	
2	17	3	344	2	4	
2	17	3	330	2	2	
5	17	3	330	2	9	
2	17	3	344	2	3	
3	17	3	344	2	5	
5	17	3	344	2	8	
2	17	3	344	2	3	
2	17	3	344	2	2	
3	17	3	344	2	5	
2	17	3	344	2	3	
5	17	3	344	2	7	
2	17	3	344	2	4	
1	17	3	330	2	1	
4	17	3	330	2	6	
2	17	3	344	2	3	
4	17	3	330	2	6	
6	17	3	344	2	10	
3	17	3	330	2	5	
5	17	3	344	2	7	
5	17	3	330	2	8	
3	17	3	330	2	5	
5	17	3	330	2	9	
2	17	3	344	2	2	
5	17	3	344	2	8	
5	17	3	330	2	8	
2	17	3	344	2	3	
5	17	3	330	2	7	
6	17	3	344	2	10	
4	17	3	344	2	6	
4	17	3	344	2	6	
5	17	3	330	2	8	
3	17	3	344	2	5	
3	17	3	344	2	5	
3	17	3	344	2	5	
5	17	3	330	2	8	
2	17	3	344	2	3	
5	17	3	344	2	8	
5	17	3	330	2	8	
2	17	3	344	2	3	
2	17	3	330	2	2	
4	17	3	330	2	6	
2	17	3	344	2	2	
2	17	3	330	2	4	
3	17	3	330	2	5	
3	17	3	344	2	5	
5	17	3	344	2	8	
2	17	3	344	2	2	
5	17	3	344	2	9	
3	17	3	344	2	5	
2	17	3	344	2	2	
4	17	3	330	2	6	
4	17	3	344	2	6	
3	17	3	330	2	5	
2	17	3	344	2	4	
5	17	3	330	2	8	
5	17	3	330	2	8	
5	17	3	344	2	7	
5	17	3	330	2	9	
4	17	3	330	2	6	
1	17	3	330	2	1	
6	17	3	330	2	11	
2	17	3	344	2	4	
4	17	3	330	2	6	
7	17	3	330	2	0	
5	17	3	344	2	8	
3	17	3	330	2	5	
5	17	3	330	2	7	
5	17	3	344	2	7	
7	17	3	330	2	13	
2	17	3	344	2	4	
5	17	3	330	2	8	
6	17	3	330	2	11	
4	17	3	330	2	6	
3	17	3	344	2	5	
5	17	3	344	2	8	
2	17	3	344	2	4	
5	17	3	330	2	7	
5	17	3	344	2	7	
2	17	3	344	2	3	
3	17	3	330	2	5	
2	17	3	330	2	3	
4	17	3	330	2	6	
5	17	3	344	2	8	
5	17	3	330	2	7	
5	17	3	330	2	7	
2	17	3	330	2	3	
5	17	3	344	2	8	
5	17	3	330	2	8	
3	17	3	344	2	5	
2	17	3	344	2	4	
6	17	3	344	2	11	
5	17	3	344	2	7	
5	17	3	330	2	7	
3	17	3	344	2	5	
5	17	3	344	2	7	
5	17	3	330	2	7	
6	17	3	344	2	10	
5	17	3	330	2	7	
2	17	3	330	2	4	
5	17	3	330	2	7	
4	17	3	330	2	6	
5	17	3	344	2	8	
2	17	3	330	2	3	
3	17	3	330	2	5	
5	17	3	330	2	7	
3	17	3	330	2	5	
4	17	3	330	2	6	
5	17	3	330	2	8	
2	17	3	344	2	4	
5	17	3	330	2	7	
4	17	3	344	2	6	
2	17	3	344	2	3	
4	17	3	344	2	6	
4	17	3	330	2	6	
3	17	3	330	2	5	
3	17	3	330	2	5	
4	17	3	344	2	6	
2	17	3	330	2	4	
3	17	3	344	2	5	
4	17	3	330	2	6	
4	17	3	330	2	6	
6	17	3	344	2	10	
4	17	3	330	2	6	
5	17	3	330	2	7	
5	17	3	344	2	8	
4	17	3	344	2	6	
6	17	3	344	2	11	
3	17	3	330	2	5	
4	17	3	344	2	6	
5	17	3	344	2	7	
2	17	3	344	2	2	
3	17	3	330	2	5	
3	17	3	330	2	5	
3	17	3	344	2	5	
5	17	3	330	2	8	
2	17	3	344	2	4	
5	17	3	344	2	7	
5	17	3	344	2	8	
3	17	3	344	2	5	
3	17	3	344	2	5	
3	17	3	330	2	5	
4	17	3	344	2	6	
5	17	3	344	2	7	
3	17	3	344	2	5	
5	17	3	330	2	8	
5	17	3	344	2	7	
3	17	3	330	2	5	
3	17	3	344	2	5	
5	17	3	330	2	7	
6	17	3	330	2	10	
1	17	3	330	2	1	
3	17	3	330	2	5	
2	17	3	344	2	3	
2	17	3	330	2	3	
2	17	3	330	2	2	
3	17	3	330	2	5	
5	17	3	330	2	8	
5	17	3	330	2	9	
4	17	3	330	2	6	
5	17	3	344	2	7	
3	17	3	344	2	5	
3	17	3	344	2	5	
4	17	3	330	2	6	
5	17	3	330	2	7	
5	17	3	344	2	7	
2	17	3	344	2	4	
5	17	3	330	2	7	
4	17	3	344	2	6	
5	17	3	330	2	8	
5	17	3	344	2	7	
2	17	3	344	2	4	
6	17	3	344	2	10	
1	17	3	344	2	1	
2	17	3	330	2	3	
6	17	3	344	2	11	
1	17	3	330	2	1	
5	17	3	330	2	8	
2	17	3	344	2	2	
2	17	3	344	2	4	
5	17	3	330	2	8	
3	17	3	330	2	5	
5	17	3	344	2	7	
5	17	3	344	2	8	
5	17	3	330	2	7	
5	17	3	344	2	8	
6	17	3	330	2	12	
2	17	3	344	2	4	
5	17	3	344	2	7	
2	17	3	344	2	3	
4	17	3	330	2	6	
4	17	3	330	2	6	
4	17	3	344	2	6	
2	17	3	330	2	3	
5	17	3	330	2	8	
5	17	3	330	2	7	
4	17	3	344	2	6	
2	17	3	344	2	4	
2	17	3	344	2	4	
2	17	3	330	2	4	
5	17	3	344	2	7	
6	17	3	344	2	12	
5	17	3	344	2	7	
2	17	3	344	2	4	
2	17	3	344	2	3	
4	17	3	330	2	6	
4	17	3	344	2	6	
2	17	3	330	2	2	
5	17	3	330	2	8	
2	17	3	344	2	4	
5	17	3	344	2	7	
5	17	3	330	2	9	
6	17	3	330	2	10	
5	17	3	344	2	8	
5	17	3	344	2	7	
5	17	3	344	2	7	
5	17	3	330	2	9	
5	17	3	344	2	7	
3	17	3	344	2	5	
2	17	3	330	2	3	
4	17	3	330	2	6	
6	17	3	330	2	12	
4	17	3	344	2	6	
5	17	3	330	2	9	
2	17	3	344	2	3	
6	17	3	330	2	12	
3	17	3	344	2	5	
5	17	3	344	2	8	
6	17	3	344	2	10	
5	17	3	344	2	7	
2	17	3	344	2	4	
2	17	3	330	2	3	
2	17	3	344	2	4	
3	17	3	330	2	5	
5	17	3	344	2	7	
5	17	3	330	2	7	
5	17	3	330	2	8	
4	17	3	330	2	6	
5	17	3	330	2	7	
4	17	3	330	2	6	
5	17	3	330	2	7	
4	17	3	344	2	6	
4	17	3	344	2	6	
2	17	3	330	2	4	
2	17	3	330	2	3	
2	17	3	330	2	3	
3	17	3	330	2	5	
4	17	3	344	2	6	
2	17	3	344	2	4	
5	17	3	330	2	9	
3	17	3	330	2	5	
5	17	3	330	2	7	
4	17	3	344	2	6	
5	17	3	330	2	7	
4	17	3	344	2	6	
3	17	3	344	2	5	
2	17	3	330	2	4	
4	17	3	344	2	6	
2	17	3	344	2	2	
5	17	3	330	2	9	
3	17	3	330	2	5	
5	17	3	330	2	7	
5	17	3	344	2	9	
2	17	3	344	2	3	
4	17	3	330	2	6	
6	17	3	330	3	10	
4	17	3	330	3	6	
4	17	3	344	3	6	
5	17	3	330	3	7	
4	17	3	330	3	6	
3	17	3	330	3	5	
4	17	3	344	3	6	
1	17	3	344	3	1	
